Unnamed: 0,Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
,1610612758,21601140,2017-04-01,SAC @ MIN,W,30,47,0.39,240,44,78,0.564,11,19,0.579,24,33,0.727,7,33,40,27,5,4,17,27,123,1.0,284.0,30.0,4.703,33.0,45.0,0.712121212121,0.577777777778,10.5185185185,
,1610612758,21601132,2017-03-31,SAC @ NOP,L,29,47,0.382,240,35,89,0.393,6,19,0.316,13,17,0.765,14,38,52,18,7,6,21,17,89,2.0,281.0,22.0,3.492,44.0,45.0,0.522727272727,0.333333333333,15.6111111111,
,1610612758,21601120,2017-03-29,SAC vs. UTA,L,29,46,0.387,240,34,75,0.453,2,15,0.133,12,18,0.667,2,30,32,14,7,1,13,17,82,2.0,263.0,29.0,6.107,39.0,36.0,0.371794871795,0.569444444444,18.7857142857,
,1610612758,21601101,2017-03-27,SAC vs. MEM,W,29,45,0.392,240,31,67,0.463,6,25,0.24,23,30,0.767,8,28,36,16,4,6,11,23,91,1.0,285.0,24.0,5.407,31.0,36.0,0.467741935484,0.541666666667,17.8125,
,1610612758,21601089,2017-03-26,SAC @ LAC,W,28,45,0.384,240,38,84,0.452,13,28,0.464,9,13,0.692,6,40,46,23,5,4,12,25,98,2.0,286.0,22.0,4.311,43.0,41.0,0.627906976744,0.426829268293,12.4347826087,
,1610612758,21601081,2017-03-24,SAC @ GSW,L,27,45,0.375,240,40,83,0.482,10,21,0.476,10,13,0.769,6,31,37,27,7,4,19,16,100,2.0,306.0,26.0,4.316,38.0,45.0,0.618421052632,0.477777777778,11.3333333333,
,1610612758,21601065,2017-03-22,SAC vs. MIL,L,27,44,0.38,240,41,84,0.488,10,26,0.385,6,10,0.6,8,29,37,19,6,6,12,15,98,3.0,285.0,27.0,5.551,38.0,46.0,0.657894736842,0.45652173913,15.0,
,1610612758,21601042,2017-03-19,SAC @ SAS,L,27,43,0.386,240,41,83,0.494,7,10,0.7,13,17,0.765,9,31,40,29,4,4,11,20,102,1.0,294.0,30.0,4.91,41.0,42.0,0.69512195122,0.380952380952,10.1379310345,
,1610612758,21601028,2017-03-18,SAC @ OKC,L,27,42,0.391,240,35,85,0.412,5,21,0.238,19,23,0.826,9,26,35,16,9,2,12,22,94,3.0,304.0,25.0,5.028,40.0,45.0,0.5,0.388888888889,19.0,
,1610612758,21601012,2017-03-15,SAC @ PHX,W,27,41,0.397,240,38,79,0.481,6,14,0.429,25,34,0.735,8,40,48,22,8,11,18,18,107,2.0,291.0,28.0,4.095,32.0,47.0,0.625,0.446808510638,13.2272727273,
,1610612758,21600997,2017-03-13,SAC vs. ORL,W,26,41,0.388,240,44,82,0.537,16,30,0.533,16,21,0.762,2,38,40,24,9,5,15,14,120,2.0,285.0,25.0,3.973,43.0,39.0,0.697674418605,0.564102564103,11.875,
,1610612758,21600984,2017-03-11,SAC vs. DEN,L,25,41,0.379,240,36,82,0.439,8,23,0.348,12,20,0.6,10,31,41,24,4,2,12,15,92,1.0,299.0,22.0,4.28,37.0,45.0,0.472972972973,0.5,12.4583333333,
,1610612758,21600972,2017-03-10,SAC vs. WAS,L,25,40,0.385,265,44,92,0.478,12,22,0.545,22,28,0.786,8,32,40,27,5,1,10,21,122,2.0,325.0,30.0,4.602,46.0,46.0,0.619565217391,0.467391304348,12.037037037,
,1610612758,21600957,2017-03-08,SAC @ SAS,L,25,39,0.391,240,42,86,0.488,7,19,0.368,13,16,0.813,5,37,42,20,7,4,13,22,104,2.0,277.0,26.0,4.754,47.0,39.0,0.574468085106,0.474358974359,13.85,
