Unnamed: 0,Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
,1610612746,21601137,2017-04-01,LAC vs. LAL,W,47,31,0.603,240,38,69,0.551,11,25,0.44,28,34,0.824,4,35,39,24,8,5,17,19,115,2.0,285.0,23.0,4.266,36.0,33.0,0.722222222222,0.530303030303,11.875,
,1610612746,21601124,2017-03-30,LAC @ PHX,W,46,31,0.597,240,44,80,0.55,12,22,0.545,24,34,0.706,7,32,39,20,4,4,14,21,124,1.0,282.0,30.0,5.75,47.0,33.0,0.765957446809,0.424242424242,14.1,
,1610612746,21601119,2017-03-29,LAC vs. WAS,W,45,31,0.592,240,47,83,0.566,12,30,0.4,27,37,0.73,8,33,41,27,6,4,10,22,133,3.0,278.0,30.0,5.169,40.0,43.0,0.675,0.604651162791,10.2962962963,
,1610612746,21601089,2017-03-26,LAC vs. SAC,L,44,31,0.587,240,32,78,0.41,10,29,0.345,23,28,0.821,6,39,45,20,7,2,9,14,97,1.0,289.0,21.0,3.538,43.0,35.0,0.488372093023,0.457142857143,14.45,
,1610612746,21601082,2017-03-25,LAC vs. UTA,W,44,30,0.595,240,38,85,0.447,7,27,0.259,25,28,0.893,12,36,48,14,9,5,10,17,108,2.0,279.0,26.0,5.984,30.0,55.0,0.45,0.509090909091,19.9285714286,
,1610612746,21601069,2017-03-23,LAC @ DAL,L,43,30,0.589,240,36,80,0.45,9,27,0.333,14,21,0.667,9,36,45,18,6,2,17,16,95,2.0,274.0,23.0,4.305,38.0,42.0,0.486842105263,0.52380952381,15.2222222222,
,1610612746,21601058,2017-03-21,LAC @ LAL,W,43,29,0.597,240,45,84,0.536,15,33,0.455,28,32,0.875,13,35,48,23,4,4,15,21,133,1.0,291.0,26.0,6.008,41.0,43.0,0.585365853659,0.662790697674,12.652173913,
,1610612746,21601050,2017-03-20,LAC vs. NYK,W,42,29,0.592,240,43,87,0.494,10,31,0.323,18,24,0.75,9,34,43,25,8,4,9,19,114,2.0,293.0,31.0,7.843,48.0,39.0,0.489583333333,0.628205128205,11.72,
,1610612746,21601031,2017-03-18,LAC vs. CLE,W,41,29,0.586,240,40,78,0.513,8,26,0.308,20,29,0.69,7,47,54,27,4,3,14,15,108,2.0,268.0,27.0,6.05,37.0,41.0,0.378378378378,0.731707317073,9.92592592593,
,1610612746,21601018,2017-03-16,LAC @ DEN,L,40,29,0.58,240,44,84,0.524,16,32,0.5,10,15,0.667,4,30,34,26,5,4,9,19,114,1.0,294.0,26.0,5.525,42.0,42.0,0.630952380952,0.607142857143,11.3076923077,
