Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
1610612742,21601144,2017-04-02,DAL @ MIL,W,32,44,0.421,240,38,73,0.521,14,36,0.389,19,20,0.95,4,26,30,25,7,1,13,18,109,2.0,269.0,24.0,5.418,47.0,26.0,0.659574468085,0.538461538462,10.76,
1610612742,21601131,2017-03-31,DAL @ MEM,L,31,44,0.413,240,29,76,0.382,12,34,0.353,20,25,0.8,6,32,38,15,7,4,8,21,90,2.0,300.0,14.0,1.915,41.0,35.0,0.560975609756,0.342857142857,20.0,
1610612742,21601117,2017-03-29,DAL @ NOP,L,31,43,0.419,240,44,91,0.484,14,27,0.519,16,17,0.941,8,30,38,25,3,4,5,21,118,2.0,290.0,26.0,5.333,50.0,41.0,0.66,0.439024390244,11.6,
1610612742,21601100,2017-03-27,DAL vs. OKC,L,31,42,0.425,240,33,80,0.413,10,29,0.345,15,19,0.789,8,31,39,23,12,4,14,16,91,2.0,281.0,21.0,3.022,38.0,42.0,0.513157894737,0.440476190476,12.2173913043,
1610612742,21601084,2017-03-25,DAL vs. TOR,L,31,41,0.431,240,31,82,0.378,7,28,0.25,17,20,0.85,12,28,40,20,10,4,12,16,86,2.0,277.0,20.0,3.041,42.0,40.0,0.392857142857,0.45,13.85,
1610612742,21601069,2017-03-23,DAL vs. LAC,W,31,40,0.437,240,38,82,0.463,9,26,0.346,12,18,0.667,4,30,34,26,11,4,9,18,97,2.0,289.0,27.0,4.532,46.0,36.0,0.510869565217,0.527777777778,11.1153846154,
1610612742,21601055,2017-03-21,DAL vs. GSW,L,30,40,0.429,240,33,92,0.359,11,34,0.324,10,12,0.833,13,26,39,24,8,2,11,14,87,2.0,347.0,19.0,3.875,51.0,41.0,0.470588235294,0.353658536585,14.4583333333,
1610612742,21601036,2017-03-19,DAL @ BKN,W,30,39,0.435,240,41,76,0.539,10,25,0.4,19,25,0.76,2,31,33,20,8,3,10,24,111,2.0,286.0,31.0,4.933,37.0,39.0,0.689189189189,0.525641025641,14.3,
1610612742,21601020,2017-03-17,DAL @ PHI,L,29,39,0.426,240,30,87,0.345,5,23,0.217,9,17,0.529,5,29,34,21,6,4,12,20,74,2.0,263.0,24.0,5.9,35.0,52.0,0.442857142857,0.326923076923,12.5238095238,
1610612742,21601004,2017-03-15,DAL @ WAS,W,29,38,0.433,240,40,79,0.506,14,32,0.438,18,25,0.72,5,35,40,24,5,2,10,22,112,2.0,253.0,23.0,3.392,45.0,34.0,0.644444444444,0.529411764706,10.5416666667,
1610612742,21600992,2017-03-13,DAL @ TOR,L,28,38,0.424,240,31,85,0.365,7,25,0.28,9,13,0.692,7,27,34,21,4,6,7,19,78,2.0,305.0,21.0,2.367,49.0,36.0,0.336734693878,0.5,14.5238095238,
1610612742,21600982,2017-03-11,DAL vs. PHX,L,28,37,0.431,240,28,74,0.378,9,26,0.346,33,36,0.917,10,38,48,17,2,2,13,17,98,1.0,246.0,16.0,2.804,31.0,43.0,0.58064516129,0.337209302326,14.4705882353,
1610612742,21600971,2017-03-10,DAL vs. BKN,W,28,36,0.438,240,33,78,0.423,14,33,0.424,25,28,0.893,7,40,47,16,5,0,15,18,105,3.0,290.0,17.0,3.45,39.0,39.0,0.525641025641,0.5,18.125,
1610612742,21600947,2017-03-07,DAL vs. LAL,W,27,36,0.429,240,45,83,0.542,17,31,0.548,15,19,0.789,6,35,41,25,5,5,14,17,122,2.0,295.0,25.0,4.602,39.0,44.0,0.75641025641,0.545454545455,11.8,
1610612742,21600932,2017-03-05,DAL vs. OKC,W,26,36,0.419,240,42,86,0.488,7,25,0.28,13,16,0.813,5,33,38,24,6,2,8,20,104,2.0,308.0,33.0,7.222,44.0,42.0,0.602272727273,0.452380952381,12.8333333333,
1610612742,21600914,2017-03-03,DAL vs. MEM,W,25,36,0.41,240,39,82,0.476,5,27,0.185,21,27,0.778,8,37,45,23,5,3,8,20,104,2.0,262.0,31.0,7.436,37.0,45.0,0.391891891892,0.6,11.3913043478,
1610612742,21600897,2017-03-01,DAL @ ATL,L,24,36,0.4,240,35,77,0.455,14,33,0.424,11,13,0.846,10,23,33,22,10,5,20,20,95,2.0,298.0,16.0,4.179,37.0,39.0,0.635135135135,0.474358974359,13.5454545455,
1610612742,21600887,2017-02-27,DAL vs. MIA,W,24,35,0.407,240,33,76,0.434,9,18,0.5,21,23,0.913,11,31,42,18,5,2,13,13,96,2.0,289.0,22.0,4.45,27.0,49.0,0.462962962963,0.510204081633,16.0555555556,1.0
1610612742,21600870,2017-02-25,DAL vs. NOP,W,23,35,0.397,240,36,78,0.462,12,26,0.462,12,16,0.75,7,36,43,24,12,4,17,25,96,1.0,276.0,22.0,2.616,47.0,31.0,0.659574468085,0.354838709677,11.5,1.0
1610612742,21600862,2017-02-24,DAL @ MIN,L,22,35,0.386,240,35,83,0.422,8,33,0.242,6,9,0.667,8,27,35,16,9,5,15,19,84,9.0,278.0,26.0,7.132,51.0,32.0,0.333333333333,0.6875,17.375,0.0
1610612742,21600839,2017-02-15,DAL @ DET,L,22,34,0.393,240,35,91,0.385,10,36,0.278,11,11,1.0,5,33,38,22,10,2,6,21,91,2.0,300.0,23.0,4.583,48.0,43.0,0.385416666667,0.5,13.6363636364,0.0
1610612742,21600826,2017-02-13,DAL vs. BOS,L,22,33,0.4,240,35,77,0.455,9,27,0.333,19,25,0.76,4,33,37,21,7,2,12,16,98,2.0,277.0,24.0,5.3,36.0,41.0,0.541666666667,0.487804878049,13.1904761905,0.0
1610612742,21600814,2017-02-11,DAL vs. ORL,W,22,32,0.407,240,45,91,0.495,17,35,0.486,5,6,0.833,12,39,51,32,10,3,14,17,112,2.0,302.0,24.0,5.171,56.0,35.0,0.625,0.528571428571,9.4375,1.0
1610612742,21600797,2017-02-09,DAL vs. UTA,W,21,32,0.396,265,44,87,0.506,5,20,0.25,19,25,0.76,6,32,38,21,12,3,11,19,112,2.0,276.0,33.0,4.105,43.0,44.0,0.441860465116,0.625,13.1428571429,1.0
1610612742,21600781,2017-02-07,DAL vs. POR,L,20,32,0.385,240,37,75,0.493,12,28,0.429,27,32,0.844,2,28,30,16,6,6,7,22,113,1.0,289.0,24.0,5.45,31.0,44.0,0.596774193548,0.556818181818,18.0625,0.0
1610612742,21600776,2017-02-06,DAL @ DEN,L,20,31,0.392,240,34,79,0.43,8,26,0.308,11,17,0.647,3,26,29,25,8,3,10,18,87,3.0,308.0,25.0,4.102,37.0,42.0,0.554054054054,0.416666666667,12.32,0.0
1610612742,21600754,2017-02-03,DAL @ POR,W,20,30,0.4,240,36,76,0.474,17,31,0.548,19,23,0.826,2,34,36,15,3,4,4,24,108,2.0,268.0,18.0,3.206,38.0,38.0,0.697368421053,0.473684210526,17.8666666667,1.0
1610612742,21600736,2017-02-01,DAL vs. PHI,W,19,30,0.388,240,40,86,0.465,10,26,0.385,23,28,0.821,15,36,51,22,10,4,11,19,113,2.0,312.0,26.0,4.217,46.0,40.0,0.413043478261,0.65,14.1818181818,1.0
1610612742,21600722,2017-01-30,DAL vs. CLE,W,18,30,0.375,240,39,86,0.453,9,32,0.281,17,18,0.944,9,31,40,19,11,2,9,17,104,1.0,264.0,24.0,3.797,55.0,31.0,0.454545454545,0.596774193548,13.8947368421,1.0
1610612742,21600717,2017-01-29,DAL @ SAS,W,17,30,0.362,240,39,87,0.448,12,34,0.353,15,16,0.938,6,35,41,20,6,5,6,19,105,3.0,306.0,21.0,3.833,49.0,37.0,0.581632653061,0.445945945946,15.3,1.0
1610612742,21600690,2017-01-26,DAL @ OKC,L,16,30,0.348,240,38,84,0.452,11,26,0.423,11,13,0.846,8,28,36,17,10,2,12,26,98,1.0,303.0,24.0,3.716,45.0,39.0,0.511111111111,0.525641025641,17.8235294118,0.0
1610612742,21600688,2017-01-25,DAL vs. NYK,W,16,29,0.356,240,39,83,0.47,6,26,0.231,19,24,0.792,7,29,36,19,10,7,7,12,103,3.0,272.0,29.0,5.154,45.0,38.0,0.422222222222,0.605263157895,14.3157894737,1.0
1610612742,21600662,2017-01-22,DAL vs. LAL,W,15,29,0.341,240,43,87,0.494,17,39,0.436,19,19,1.0,13,36,49,27,9,4,10,15,122,2.0,306.0,25.0,6.067,55.0,32.0,0.581818181818,0.609375,11.3333333333,1.0
1610612742,21600648,2017-01-20,DAL vs. UTA,L,14,29,0.326,265,39,87,0.448,8,23,0.348,21,28,0.75,9,34,43,21,4,2,12,26,107,1.0,290.0,31.0,4.746,41.0,46.0,0.524390243902,0.467391304348,13.8095238095,0.0
1610612742,21600637,2017-01-19,DAL @ MIA,L,14,28,0.333,240,37,82,0.451,14,36,0.389,7,11,0.636,5,28,33,17,4,3,9,20,95,2.0,300.0,23.0,6.167,37.0,45.0,0.432432432432,0.622222222222,17.6470588235,0.0
1610612742,21600624,2017-01-17,DAL @ CHI,W,14,27,0.341,240,37,78,0.474,11,28,0.393,14,18,0.778,6,30,36,27,5,2,12,21,99,2.0,268.0,24.0,5.0,43.0,35.0,0.581395348837,0.5,9.92592592593,1.0
1610612742,21600608,2017-01-15,DAL vs. MIN,W,13,27,0.325,240,36,77,0.468,12,29,0.414,14,19,0.737,6,35,41,21,8,8,11,18,98,3.0,266.0,19.0,3.95,48.0,29.0,0.583333333333,0.48275862069,12.6666666667,1.0
1610612742,21600591,2017-01-12,DAL @ PHX,W,12,27,0.308,240,43,89,0.483,15,34,0.441,12,17,0.706,8,24,32,29,11,7,9,20,113,3.0,,,,,,,,,1.0
1610612742,21600570,2017-01-09,DAL @ MIN,L,11,27,0.289,240,36,78,0.462,13,28,0.464,7,9,0.778,5,20,25,24,3,2,14,21,92,2.0,279.0,20.0,4.72,40.0,38.0,0.675,0.407894736842,11.625,0.0
1610612742,21600557,2017-01-07,DAL vs. ATL,L,11,26,0.297,240,32,82,0.39,9,36,0.25,9,10,0.9,6,35,41,18,7,3,14,25,82,2.0,337.0,22.0,3.535,45.0,37.0,0.433333333333,0.459459459459,18.7222222222,0.0
1610612742,21600541,2017-01-05,DAL vs. PHX,L,11,25,0.306,240,36,79,0.456,9,29,0.31,14,17,0.824,7,24,31,18,6,7,10,20,95,2.0,275.0,25.0,5.545,38.0,41.0,0.552631578947,0.475609756098,15.2777777778,0.0
1610612742,21600524,2017-01-03,DAL vs. WAS,W,11,24,0.314,240,37,78,0.474,17,32,0.531,22,24,0.917,2,40,42,20,4,3,12,21,113,4.0,272.0,18.0,5.441,41.0,37.0,0.69512195122,0.459459459459,13.6,1.0
1610612742,21600501,2016-12-30,DAL @ GSW,L,10,24,0.294,240,39,93,0.419,8,32,0.25,13,15,0.867,11,29,40,22,11,7,10,12,99,1.0,289.0,29.0,5.232,53.0,40.0,0.547169811321,0.35,13.1363636364,0.0
1610612742,21600491,2016-12-29,DAL @ LAL,W,10,23,0.303,240,38,77,0.494,14,31,0.452,11,14,0.786,10,32,42,24,8,2,15,17,101,2.0,305.0,21.0,5.73,43.0,33.0,0.616279069767,0.560606060606,12.7083333333,1.0
1610612742,21600474,2016-12-27,DAL vs. HOU,L,9,23,0.281,240,36,87,0.414,15,38,0.395,20,25,0.8,12,26,38,22,6,5,9,18,107,1.0,300.0,21.0,5.304,50.0,37.0,0.59,0.378378378378,13.6363636364,0.0
1610612742,21600466,2016-12-26,DAL @ NOP,L,9,22,0.29,240,37,75,0.493,13,32,0.406,17,22,0.773,4,28,32,27,4,1,10,22,104,3.0,313.0,22.0,5.226,35.0,40.0,0.485714285714,0.6625,11.5925925926,0.0
1610612742,21600455,2016-12-23,DAL @ LAC,W,9,21,0.3,240,37,87,0.425,7,29,0.241,9,15,0.6,14,28,42,21,13,4,12,14,90,2.0,262.0,28.0,4.133,40.0,47.0,0.4125,0.510638297872,12.4761904762,1.0
1610612742,21600436,2016-12-21,DAL @ POR,W,8,21,0.276,240,35,83,0.422,7,31,0.226,19,23,0.826,10,28,38,14,12,5,10,20,96,2.0,272.0,26.0,3.733,43.0,40.0,0.488372093023,0.4375,19.4285714286,1.0
1610612742,21600417,2016-12-19,DAL @ DEN,L,7,21,0.25,240,43,80,0.538,14,25,0.56,7,9,0.778,4,25,29,21,4,4,12,17,107,1.0,291.0,25.0,5.945,41.0,38.0,0.658536585366,0.605263157895,13.8571428571,0.0
1610612742,21600411,2016-12-18,DAL vs. SAC,W,7,20,0.259,240,34,77,0.442,13,33,0.394,18,22,0.818,6,38,44,20,10,6,11,13,99,2.0,268.0,19.0,3.295,36.0,41.0,0.611111111111,0.451219512195,13.4,1.0
1610612742,21600398,2016-12-16,DAL @ UTA,L,6,20,0.231,240,35,77,0.455,12,28,0.429,18,21,0.857,7,20,27,18,9,0,6,24,100,2.0,291.0,23.0,4.728,42.0,35.0,0.678571428571,0.357142857143,16.1666666667,0.0
1610612742,21600381,2016-12-14,DAL vs. DET,L,6,19,0.24,240,32,78,0.41,8,25,0.32,13,16,0.813,6,24,30,19,13,3,11,22,85,2.0,315.0,23.0,3.876,35.0,43.0,0.5,0.43023255814,16.5789473684,0.0
1610612742,21600365,2016-12-12,DAL vs. DEN,W,6,18,0.25,240,45,77,0.584,12,26,0.462,10,12,0.833,8,26,34,22,9,7,9,15,112,2.0,312.0,27.0,5.206,36.0,41.0,0.680555555556,0.646341463415,14.1818181818,1.0
1610612742,21600352,2016-12-10,DAL @ HOU,L,5,18,0.217,240,32,79,0.405,11,34,0.324,12,14,0.857,6,26,32,18,7,3,9,18,87,1.0,294.0,20.0,4.662,46.0,33.0,0.467391304348,0.484848484848,16.3333333333,0.0
1610612742,21600343,2016-12-09,DAL vs. IND,W,5,17,0.227,240,39,80,0.488,15,32,0.469,18,24,0.75,6,28,34,23,8,1,8,19,111,2.0,301.0,19.0,3.2,44.0,36.0,0.636363636364,0.513888888889,13.0869565217,1.0
1610612742,21600328,2016-12-07,DAL vs. SAC,L,4,17,0.19,240,32,78,0.41,10,30,0.333,15,20,0.75,9,31,40,17,7,5,20,22,89,2.0,298.0,17.0,5.747,39.0,39.0,0.448717948718,0.5,17.5294117647,0.0
1610612742,21600312,2016-12-05,DAL vs. CHA,L,4,16,0.2,240,37,89,0.416,13,36,0.361,14,18,0.778,9,26,35,23,4,2,7,19,101,2.0,320.0,21.0,3.405,43.0,46.0,0.488372093023,0.489130434783,13.9130434783,0.0
1610612742,21600296,2016-12-03,DAL vs. CHI,W,4,15,0.211,240,40,87,0.46,13,31,0.419,14,18,0.778,13,29,42,31,11,2,10,19,107,2.0,336.0,24.0,3.821,52.0,35.0,0.605769230769,0.428571428571,10.8387096774,1.0
1610612742,21600276,2016-12-01,DAL @ CHA,L,3,15,0.167,240,32,86,0.372,9,31,0.29,14,18,0.778,9,32,41,18,6,2,11,25,87,1.0,308.0,22.0,3.012,43.0,43.0,0.360465116279,0.488372093023,17.1111111111,0.0
1610612742,21600272,2016-11-30,DAL vs. SAS,L,3,14,0.176,240,33,77,0.429,10,30,0.333,11,14,0.786,8,29,37,16,5,3,11,18,87,3.0,302.0,22.0,4.125,37.0,40.0,0.486486486486,0.5,18.875,0.0
1610612742,21600250,2016-11-27,DAL vs. NOP,W,3,13,0.188,240,32,77,0.416,10,27,0.37,17,20,0.85,11,35,46,19,7,3,12,18,91,2.0,340.0,20.0,5.105,43.0,34.0,0.581395348837,0.352941176471,17.8947368421,1.0
1610612742,21600227,2016-11-25,DAL @ CLE,L,2,13,0.133,240,37,91,0.407,8,35,0.229,8,12,0.667,11,28,39,29,5,4,13,21,90,2.0,361.0,26.0,5.224,55.0,36.0,0.490909090909,0.388888888889,12.4482758621,0.0
1610612742,21600220,2016-11-23,DAL vs. LAC,L,2,12,0.143,240,38,84,0.452,11,24,0.458,17,18,0.944,10,34,44,23,7,3,16,24,104,2.0,316.0,24.0,4.188,40.0,44.0,0.5875,0.454545454545,13.7391304348,0.0
1610612742,21600206,2016-11-21,DAL @ SAS,L,2,11,0.154,240,35,74,0.473,8,27,0.296,13,20,0.65,10,30,40,16,10,3,17,23,91,2.0,274.0,24.0,5.171,43.0,31.0,0.56976744186,0.467741935484,17.125,0.0
1610612742,21600187,2016-11-19,DAL @ ORL,L,2,10,0.167,240,26,77,0.338,13,28,0.464,22,27,0.815,5,29,34,13,8,5,13,16,87,1.0,317.0,11.0,1.883,37.0,40.0,0.554054054054,0.3,24.3846153846,0.0
1610612742,21600180,2016-11-18,DAL vs. MEM,L,2,9,0.182,240,21,73,0.288,5,25,0.2,17,22,0.773,10,35,45,9,3,7,17,14,64,2.0,316.0,16.0,2.417,38.0,35.0,0.276315789474,0.371428571429,35.1111111111,0.0
1610612742,21600161,2016-11-16,DAL @ BOS,L,2,8,0.2,240,34,83,0.41,8,23,0.348,7,10,0.7,5,27,32,16,9,3,9,19,83,2.0,297.0,23.0,3.177,41.0,42.0,0.487804878049,0.428571428571,18.5625,0.0
1610612742,21600146,2016-11-14,DAL @ NYK,L,2,7,0.222,240,32,84,0.381,5,27,0.185,8,11,0.727,11,29,40,15,8,7,11,16,77,5.0,325.0,25.0,4.834,44.0,41.0,0.454545454545,0.378048780488,21.6666666667,0.0
1610612742,21600116,2016-11-09,DAL @ GSW,L,2,6,0.25,240,34,86,0.395,6,28,0.214,21,28,0.75,13,29,42,20,10,2,7,20,95,1.0,281.0,23.0,2.945,50.0,35.0,0.41,0.471428571429,14.05,0.0
1610612742,21600104,2016-11-08,DAL @ LAL,W,2,5,0.286,240,43,82,0.524,10,23,0.435,13,15,0.867,8,29,37,24,11,4,11,12,109,2.0,287.0,32.0,4.574,37.0,45.0,0.608108108108,0.566666666667,11.9583333333,1.0
