Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
1610612763,21601143,2017-04-02,MEM @ LAL,L,42.0,35.0,0.545,240,40,80,0.5,13,30,0.433,10,14,0.714,5,28,33,29,8,5,14,19,103,2.0,311.0,24.0,4.433,36.0,44.0,0.555555555556,0.602272727273,10.724137931,
1610612763,21601131,2017-03-31,MEM vs. DAL,W,42.0,34.0,0.553,240,35,75,0.467,11,27,0.407,18,20,0.9,8,39,47,23,4,4,13,22,99,2.0,300.0,22.0,4.312,35.0,40.0,0.642857142857,0.45,13.0434782609,
1610612763,21601116,2017-03-29,MEM vs. IND,W,41.0,34.0,0.547,240,41,88,0.466,12,32,0.375,16,18,0.889,9,34,43,22,8,3,8,19,110,2.0,265.0,25.0,5.25,41.0,47.0,0.634146341463,0.446808510638,12.0454545455,
1610612763,21601101,2017-03-27,MEM @ SAC,L,40.0,34.0,0.541,240,31,90,0.344,5,26,0.192,23,29,0.793,19,26,45,15,4,2,7,18,90,1.0,281.0,20.0,3.066,35.0,55.0,0.371428571429,0.372727272727,18.7333333333,
1610612763,21601094,2017-03-26,MEM @ GSW,L,40.0,33.0,0.548,240,38,85,0.447,8,29,0.276,10,15,0.667,13,24,37,21,11,0,13,13,94,3.0,270.0,26.0,4.801,46.0,39.0,0.521739130435,0.461538461538,12.8571428571,
1610612763,21601070,2017-03-23,MEM @ SAS,L,40.0,32.0,0.556,240,34,78,0.436,10,29,0.345,12,15,0.8,10,32,42,18,4,4,13,18,90,2.0,293.0,20.0,4.454,44.0,34.0,0.545454545455,0.441176470588,16.2777777778,
1610612763,21601054,2017-03-21,MEM @ NOP,L,40.0,31.0,0.563,240,32,79,0.405,9,35,0.257,9,13,0.692,4,37,41,17,7,3,15,20,82,3.0,322.0,20.0,5.112,46.0,33.0,0.5,0.409090909091,18.9411764706,
1610612763,21601033,2017-03-18,MEM vs. SAS,W,40.0,30.0,0.571,240,32,76,0.421,13,30,0.433,27,31,0.871,7,28,35,20,7,3,10,18,104,2.0,297.0,16.0,3.433,39.0,37.0,0.538461538462,0.472972972973,14.85,
1610612763,21601017,2017-03-16,MEM @ ATL,W,39.0,30.0,0.565,240,39,92,0.424,10,28,0.357,15,18,0.833,16,32,48,29,7,5,11,25,103,1.0,292.0,26.0,4.596,43.0,49.0,0.662790697674,0.316326530612,10.0689655172,
1610612763,21601009,2017-03-15,MEM @ CHI,W,38.0,30.0,0.559,240,36,85,0.424,11,31,0.355,15,18,0.833,14,38,52,26,2,3,11,19,98,2.0,307.0,23.0,5.283,42.0,43.0,0.642857142857,0.337209302326,11.8076923077,
1610612763,21600993,2017-03-13,MEM vs. MIL,W,37.0,30.0,0.552,240,41,79,0.519,14,27,0.519,17,23,0.739,11,26,37,30,11,0,12,20,113,2.0,320.0,24.0,4.221,39.0,40.0,0.769230769231,0.45,10.6666666667,
1610612763,21600981,2017-03-11,MEM vs. ATL,L,36.0,30.0,0.545,240,34,90,0.378,5,29,0.172,17,23,0.739,13,28,41,22,11,3,13,21,90,2.0,299.0,23.0,6.496,36.0,54.0,0.388888888889,0.416666666667,13.5909090909,
1610612763,21600961,2017-03-09,MEM vs. LAC,L,36.0,29.0,0.554,240,37,83,0.446,7,20,0.35,17,22,0.773,6,28,34,26,6,2,9,22,98,3.0,282.0,28.0,5.326,41.0,42.0,0.475609756098,0.5,10.8461538462,
