Unnamed: 0,Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
,1610612757,21600940,2017-04-03,POR @ MIN,L,38.0,39.0,0.494,240,38,86,0.442,11,32,0.344,22,25,0.88,11,24,35,24,7,9,5,18,109,2.0,251.0,24.0,4.166,42.0,44.0,0.511904761905,0.5,10.4583333333,
,1610612757,21601141,2017-04-01,POR vs. PHX,W,38.0,38.0,0.5,240,43,92,0.467,15,37,0.405,29,31,0.935,11,30,41,21,12,3,12,23,130,2.0,295.0,20.0,2.882,44.0,48.0,0.511363636364,0.583333333333,14.0476190476,
,1610612757,21601125,2017-03-30,POR vs. HOU,W,37.0,38.0,0.493,240,43,90,0.478,13,33,0.394,18,22,0.818,11,30,41,24,12,8,12,16,117,2.0,243.0,22.0,4.107,38.0,52.0,0.526315789474,0.567307692308,10.125,
,1610612757,21601109,2017-03-28,POR vs. DEN,W,36.0,38.0,0.486,240,45,91,0.495,8,27,0.296,24,33,0.727,16,32,48,15,7,6,9,18,122,2.0,253.0,29.0,5.095,41.0,50.0,0.5,0.57,16.8666666667,
,1610612757,21601096,2017-03-26,POR @ LAL,W,35.0,38.0,0.479,240,36,89,0.404,12,28,0.429,13,18,0.722,12,49,61,24,8,4,13,16,97,1.0,273.0,21.0,4.693,34.0,55.0,0.573529411765,0.409090909091,11.375,
,1610612757,21601086,2017-03-25,POR vs. MIN,W,34.0,38.0,0.472,240,45,72,0.625,11,22,0.5,11,17,0.647,5,30,35,24,6,3,14,20,112,2.0,244.0,28.0,5.096,37.0,35.0,0.72972972973,0.671428571429,10.1666666667,
,1610612757,21601071,2017-03-23,POR vs. NYK,W,33.0,38.0,0.465,240,39,80,0.488,11,21,0.524,21,29,0.724,10,40,50,15,8,2,13,20,110,2.0,246.0,22.0,3.987,33.0,47.0,0.636363636364,0.5,16.4,
,1610612757,21601057,2017-03-21,POR vs. MIL,L,32.0,38.0,0.457,240,35,83,0.422,4,21,0.19,16,26,0.615,13,36,49,15,8,6,14,14,90,2.0,260.0,27.0,4.563,31.0,52.0,0.41935483871,0.461538461538,17.3333333333,
,1610612757,21601041,2017-03-19,POR @ MIA,W,32.0,37.0,0.464,240,42,83,0.506,13,26,0.5,18,24,0.75,13,30,43,13,4,6,11,20,115,1.0,246.0,23.0,4.147,24.0,59.0,0.604166666667,0.576271186441,18.9230769231,
,1610612757,21601029,2017-03-18,POR @ ATL,W,31.0,37.0,0.456,240,44,87,0.506,8,18,0.444,17,19,0.895,13,41,54,23,9,9,20,22,113,3.0,264.0,32.0,4.168,31.0,56.0,0.564516129032,0.544642857143,11.4782608696,
,1610612757,21601011,2017-03-15,POR @ SAS,W,30.0,37.0,0.448,240,38,80,0.475,9,22,0.409,25,28,0.893,8,31,39,21,10,1,11,16,110,1.0,259.0,27.0,4.634,33.0,47.0,0.560606060606,0.510638297872,12.3333333333,
,1610612757,21601002,2017-03-14,POR @ NOP,L,29.0,37.0,0.439,240,23,76,0.303,11,32,0.344,20,26,0.769,8,40,48,13,3,1,16,20,77,2.0,281.0,11.0,3.31,38.0,38.0,0.447368421053,0.302631578947,21.6153846154,
,1610612757,21600988,2017-03-12,POR @ PHX,W,29.0,36.0,0.446,240,43,86,0.5,7,22,0.318,17,25,0.68,9,40,49,14,7,6,14,24,110,1.0,239.0,28.0,4.449,34.0,52.0,0.5,0.567307692308,17.0714285714,
,1610612757,21600983,2017-03-11,POR vs. WAS,L,28.0,36.0,0.438,265,48,94,0.511,16,32,0.5,12,16,0.75,7,36,43,26,4,5,14,19,124,2.0,326.0,30.0,5.021,43.0,51.0,0.674418604651,0.529411764706,12.5384615385,
,1610612757,21600963,2017-03-09,POR vs. PHI,W,28.0,35.0,0.444,265,40,88,0.455,6,21,0.286,28,33,0.848,16,39,55,25,8,12,19,22,114,2.0,311.0,27.0,4.268,34.0,54.0,0.426470588235,0.527777777778,12.44,
,1610612757,21600946,2017-03-07,POR @ OKC,W,27.0,35.0,0.435,240,47,85,0.553,11,23,0.478,21,27,0.778,12,24,36,24,7,5,11,23,126,3.0,282.0,31.0,5.741,38.0,47.0,0.644736842105,0.595744680851,11.75,
