Unnamed: 0,Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DAYS_REST,PASS,FG2M,FG2_PCT,OPEN_SHOTS,COVERED_SHOTS,OPEN_EFG,COVERED_EFG,PASS_AST,RESULT
,1610612755,21601147,2017-04-02,PHI @ TOR,L,28.0,49.0,0.364,240,36,80,0.45,11,36,0.306,22,25,0.88,13,24,37,25,8,5,19,20,105,2.0,327.0,22.0,6.45,38.0,42.0,0.460526315789,0.571428571429,13.08,
,1610612755,21601128,2017-03-31,PHI @ CLE,L,28.0,48.0,0.368,240,40,82,0.488,11,33,0.333,14,19,0.737,7,35,42,26,7,2,17,21,105,2.0,367.0,21.0,4.399,43.0,39.0,0.523255813953,0.589743589744,14.1153846154,
,1610612755,21601111,2017-03-29,PHI vs. ATL,L,28.0,47.0,0.373,240,36,87,0.414,11,39,0.282,9,11,0.818,13,27,40,30,7,3,14,19,92,1.0,382.0,23.0,4.548,51.0,36.0,0.480392156863,0.472222222222,12.7333333333,
,1610612755,21601105,2017-03-28,PHI @ BKN,W,28.0,46.0,0.378,240,39,91,0.429,10,33,0.303,18,21,0.857,12,41,53,21,7,9,16,23,106,2.0,321.0,25.0,4.113,46.0,45.0,0.423913043478,0.544444444444,15.2857142857,
,1610612755,21601092,2017-03-26,PHI @ IND,L,27.0,46.0,0.37,240,35,88,0.398,14,41,0.341,10,14,0.714,8,40,48,19,7,5,14,23,94,2.0,349.0,18.0,3.805,48.0,40.0,0.489583333333,0.4625,18.3684210526,
,1610612755,21601077,2017-03-24,PHI @ CHI,W,27.0,45.0,0.375,240,46,83,0.554,8,25,0.32,17,23,0.739,11,35,46,23,10,4,18,22,117,2.0,327.0,31.0,5.146,39.0,44.0,0.589743589744,0.613636363636,14.2173913043,
,1610612755,21601062,2017-03-22,PHI @ OKC,L,26.0,45.0,0.366,240,37,87,0.425,8,25,0.32,15,17,0.882,6,19,25,19,8,4,9,23,97,2.0,365.0,26.0,5.726,40.0,46.0,0.425,0.489130434783,19.2105263158,
,1610612755,21601045,2017-03-20,PHI @ ORL,L,26.0,44.0,0.371,265,39,102,0.382,9,34,0.265,22,24,0.917,13,40,53,26,15,6,16,34,109,1.0,392.0,25.0,3.633,41.0,61.0,0.463414634146,0.401639344262,15.0769230769,
,1610612755,21601037,2017-03-19,PHI vs. BOS,W,26.0,43.0,0.377,240,41,87,0.471,12,33,0.364,11,15,0.733,7,35,42,29,9,7,15,23,105,2.0,327.0,24.0,3.489,39.0,48.0,0.551282051282,0.53125,11.275862069,
,1610612755,21601020,2017-03-17,PHI vs. DAL,W,25.0,43.0,0.368,240,42,80,0.525,12,29,0.414,20,23,0.87,9,46,55,32,8,6,16,21,116,3.0,375.0,24.0,4.91,43.0,37.0,0.639534883721,0.554054054054,11.71875,
,1610612755,21601003,2017-03-14,PHI @ GSW,,,,,60,17,33,0.515,3,8,0.375,3,3,1.0,4,8,12,12,7,3,7,9,40,2.0,362.0,29.0,5.516,32.0,55.0,0.5625,0.454545454545,30.1666666667,
,1610612755,21600990,2017-03-12,PHI @ LAL,W,24.0,42.0,0.364,240,41,79,0.519,10,24,0.417,26,32,0.813,4,30,34,28,8,4,16,24,118,1.0,361.0,30.0,4.848,30.0,49.0,0.633333333333,0.551020408163,12.8928571429,
,1610612755,21600974,2017-03-11,PHI @ LAC,L,23.0,42.0,0.354,240,40,84,0.476,10,30,0.333,10,14,0.714,7,34,41,28,11,1,16,23,100,2.0,345.0,27.0,5.534,53.0,31.0,0.490566037736,0.612903225806,12.3214285714,
,1610612755,21600963,2017-03-09,PHI @ POR,L,23.0,41.0,0.359,265,41,94,0.436,11,29,0.379,15,20,0.75,12,32,44,18,10,3,16,29,108,3.0,404.0,27.0,3.632,47.0,47.0,0.585106382979,0.404255319149,22.4444444444,
,1610612755,21600934,2017-03-06,PHI vs. MIL,L,23.0,40.0,0.365,240,39,89,0.438,8,30,0.267,12,19,0.632,14,28,42,30,5,3,12,20,98,2.0,368.0,25.0,4.85,38.0,50.0,0.447368421053,0.49,12.2666666667,
,1610612755,21600919,2017-03-04,PHI vs. DET,L,23.0,39.0,0.371,240,43,88,0.489,14,34,0.412,6,7,0.857,6,30,36,30,5,2,19,18,106,1.0,339.0,25.0,4.892,36.0,42.0,0.680555555556,0.5,11.3,
,1610612755,21600909,2017-03-03,PHI vs. NYK,W,23.0,38.0,0.377,240,36,82,0.439,9,28,0.321,24,31,0.774,12,38,50,20,5,9,16,21,105,2.0,351.0,20.0,4.894,46.0,37.0,0.467391304348,0.513513513514,17.55,
,1610612755,21600898,2017-03-01,PHI @ MIA,L,22.0,38.0,0.367,240,37,85,0.435,6,17,0.353,18,22,0.818,10,30,40,16,7,4,19,22,98,2.0,312.0,28.0,4.368,24.0,61.0,0.520833333333,0.450819672131,19.5,
,1610612755,21600883,2017-02-27,PHI vs. GSW,L,22.0,37.0,0.373,240,37,81,0.457,10,34,0.294,24,27,0.889,11,30,41,24,11,3,22,25,108,2.0,358.0,22.0,5.381,46.0,35.0,0.478260869565,0.571428571429,14.9166666667,0.0
,1610612755,21600868,2017-02-25,PHI @ NYK,L,22.0,36.0,0.379,240,40,95,0.421,7,31,0.226,22,27,0.815,16,34,50,19,6,5,11,21,109,1.0,341.0,24.0,3.724,44.0,51.0,0.397727272727,0.509803921569,17.9473684211,0.0
,1610612755,21600856,2017-02-24,PHI vs. WAS,W,22.0,35.0,0.386,240,43,87,0.494,10,29,0.345,24,30,0.8,8,40,48,28,9,7,15,26,120,9.0,357.0,31.0,5.491,40.0,47.0,0.575,0.531914893617,12.75,1.0
